tier	l3_name	l1_name	l2_name	lead_archetype	quick_win	combined_max_value	flag_count	flags	is_cross_functional
3	Warranty Cost Recovery & Supplier Management	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	42000000	1	CONFIDENCE_GAP	N
3	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	40000000	1	CONFIDENCE_GAP	N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	AGENTIC	N	40000000	0		N
3	Constraint Identification & Resolution	Plan	Sales & Operations Planning (S&OP)	AGENTIC	N	40000000	0		N
3	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	DETERMINISTIC	N	40000000	0		N
3	Equipment Maintenance & Reliability	Make	Stamping Operations	AGENTIC	N	40000000	0		N
3	Data Analytics & Performance Management	Make	Stamping Operations	DETERMINISTIC	N	40000000	0		N
3	Supplier Risk Management	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	40000000	0		N
3	Supplier Risk Management	Procure Source & Buy	Supplier Relationship Management	AGENTIC	N	40000000	0		N
3	Sustainability & Ethical Sourcing Governance	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	40000000	0		N
3	Dealer Order Management & Support	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	39000000	0		N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	AGENTIC	N	38358000	0		N
3	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	38358000	1	CONFIDENCE_GAP	N
3	Third-Party Service Provider & Ecosystem Management	Service	Connected Vehicle Services & OTA Updates	AGENTIC	N	38358000	0		N
3	Third-Party Service Provider & Ecosystem Management	Service	Connected Vehicle Services & OTA Updates	AGENTIC	N	38358000	0		N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	38000000	1	CONFIDENCE_GAP	N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	AGENTIC	N	38000000	1	CONFIDENCE_GAP	N
3	Demand Planning & Forecasting	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	38000000	1	CONFIDENCE_GAP	N
3	Paint Material Management	Make	Paint Operations	DETERMINISTIC	N	38000000	0		N
3	Advanced Product Quality Planning (APQP) & PPAP Management	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	38000000	1	CONFIDENCE_GAP	N
3	Third-Party & Supplier Management	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	37000000	0		N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	36000000	0		N
3	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	AGENTIC	N	36000000	0		N
3	Production Planning & Scheduling (Stamping)	Make	Stamping Operations	DETERMINISTIC	N	36000000	0		N
3	Performance Monitoring & Continuous Improvement	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	36000000	1	CONFIDENCE_GAP	N
3	Supplier Quality Performance & Development	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	32000000	0		N
3	Connected Services & Aftermarket Order Integration	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	32000000	0		N
3	Packaging Design & Specification	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	32000000	1	CONFIDENCE_GAP	N
3	Packaging Design & Specification	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	32000000	1	CONFIDENCE_GAP	N
3	Third-Party & Supplier Management	Service	Extended Service Plans & Maintenance Programs	DETERMINISTIC	N	30861000	0		N
3	Fraud Prevention & Audit	Service	Extended Service Plans & Maintenance Programs	DETERMINISTIC	N	30861000	0		N
3	Launch Risk & Issue Management	Plan	New Product Launch Planning	AGENTIC	N	30000000	0		N
3	Regulatory & Trade Policy Compliance	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	30000000	0		N
3	Supplier Relationship Management (Operational & Strategic)	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	30000000	0		N
3	Order Fulfillment & Picking	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	30000000	1	CONFIDENCE_GAP	N
3	Warehouse Performance & Continuous Improvement	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	30000000	1	CONFIDENCE_GAP	N
3	IBP Performance Management & Continuous Improvement	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	29000000	1	CONFIDENCE_GAP	N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	28000000	1	CONFIDENCE_GAP	N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	28000000	2	NO_STAKES; CONFIDENCE_GAP	N
3	Logistics Capacity Planning	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	28000000	0		N
3	Demand Planning & Forecasting	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	28000000	1	CONFIDENCE_GAP	N
3	Asset Lifecycle Management & Tracking	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	28000000	0		N
3	Maintenance Workforce Management & Development	Make	Plant Maintenance & Reliability	AGENTIC	N	28000000	0		N
3	Transportation Planning & Scheduling	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	28000000	0		N
3	Order Status Tracking & Visibility	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	28000000	1	CONFIDENCE_GAP	N
3	Customer Order Modification & Cancellation	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	28000000	1	CONFIDENCE_GAP	N
3	Service Parts Inventory Planning & Optimization	Service	Service Parts Planning & Management	DETERMINISTIC	N	28000000	0		N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	AGENTIC	N	26000000	1	CONFIDENCE_GAP	N
3	Data & Technology Enablement for IBP	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	26000000	0		N
3	Inventory & Working Capital Optimization	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	25000000	0		N
3	Indirect Sourcing Strategy & Planning	Procure Source & Buy	Indirect Procurement	DETERMINISTIC	N	25000000	0		N
3	Inbound Logistics Network Design & Optimization	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	25000000	0		N
3	Continuous Improvement & Process Optimization	Make	Body Shop & Welding	AGENTIC	N	24000000	0		N
3	Supplier Quality & Development	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	N	24000000	0		N
3	Software & Feature Supply Chain Integration	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	N	24000000	0		N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	AGENTIC	N	23000000	1	CONFIDENCE_GAP	N
3	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	DETERMINISTIC	N	23000000	0		N
3	Inventory & Working Capital Optimization	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	22500000	0		N
3	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	22000000	0		N
3	Continuous Improvement & Process Optimization	Make	Stamping Operations	DETERMINISTIC	N	22000000	1	CONFIDENCE_GAP	N
3	Maintenance Performance Monitoring & Continuous Improvement	Make	Plant Maintenance & Reliability	AGENTIC	N	22000000	1	CONFIDENCE_GAP	N
3	Returnable Container Fleet Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	22000000	1	CONFIDENCE_GAP	N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	21000000	1	CONFIDENCE_GAP	N
3	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	AGENTIC	N	21000000	0		N
3	Constraint Identification & Resolution	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	20000000	0		N
3	Launch Continuous Improvement & Lessons Learned	Plan	New Product Launch Planning	DETERMINISTIC	N	20000000	0		N
3	Paint Process Engineering & Optimization	Make	Paint Operations	DETERMINISTIC	N	20000000	1	CONFIDENCE_GAP	N
3	Manufacturing Engineering & Process Optimization	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	20000000	0		N
3	Global Manufacturing Process Governance	Make	Manufacturing Engineering & Process Design	AGENTIC	N	20000000	0		N
3	Maintenance Workforce Management & Development	Make	Plant Maintenance & Reliability	AGENTIC	N	20000000	0		N
3	Facilities & Infrastructure Reliability	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	20000000	1	CONFIDENCE_GAP	N
3	Technology & Innovation Scouting	Procure Source & Buy	Commodity Management & Market Intelligence	AGENTIC	N	20000000	0		N
3	Line-side Material Delivery	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	20000000	0		N
3	Inbound Logistics Exception Management	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	20000000	1	CONFIDENCE_GAP	N
3	Outbound Logistics Network Strategy & Optimization	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	20000000	0		N
3	Order to Production Scheduling Integration	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	20000000	1	CONFIDENCE_GAP	N
3	Upfit Solution Design & Integration	Service	Ford Pro Fleet Service & Upfit Operations	AGENTIC	N	20000000	0		N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	AGENTIC	N	19000000	1	CONFIDENCE_GAP	N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	AGENTIC	N	19000000	0		N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	AGENTIC	N	18000000	1	CONFIDENCE_GAP	N
3	Risk & Scenario Planning for S&OP	Plan	Sales & Operations Planning (S&OP)	AGENTIC	N	18000000	0		N
3	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	DETERMINISTIC	N	18000000	0		N
3	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	18000000	0		N
3	Demand Planning & Forecasting	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	18000000	1	CONFIDENCE_GAP	N
3	Internal Production Logistics & Material Handling	Make	Production Support Services	DETERMINISTIC	N	18000000	1	CONFIDENCE_GAP	N
3	Supplier Quality & Development	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	N	18000000	0		N
3	Logistics Performance & Supplier Collaboration	Move & Fulfill	Inbound Logistics & Material Flow	AGENTIC	N	18000000	0		N
3	Warehouse Systems & Data Management	Move & Fulfill	Warehouse & Distribution Center Operations	DETERMINISTIC	N	18000000	0		N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	17000000	1	CONFIDENCE_GAP	N
3	Powertrain Assembly & Sub-Assembly	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	16000000	0		N
3	Regulatory Compliance & Cybersecurity for Connected Services	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	N	16000000	0		N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	15000000	1	CONFIDENCE_GAP	N
3	Drive Unit Component & Sub-Assembly	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	15000000	0		N
3	Production Line Maintenance & Uptime Management	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	15000000	0		N
3	Maintenance Parts & Spares Inventory Management	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	15000000	0		N
3	Maintenance Workforce Management & Development	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	15000000	1	CONFIDENCE_GAP	N
3	Supplier Development & Capacity Management	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	15000000	0		N
3	Warehouse Performance & Continuous Improvement	Move & Fulfill	Warehouse & Distribution Center Operations	DETERMINISTIC	N	15000000	1	CONFIDENCE_GAP	N
3	Service Parts Lifecycle Management (NPI to Obsolescence)	Service	Service Parts Planning & Management	DETERMINISTIC	N	15000000	0		N
3	Risk & Scenario Planning for S&OP	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	14000000	0		N
3	Internal Production Logistics & Material Handling	Make	Production Support Services	AGENTIC	N	14000000	1	CONFIDENCE_GAP	N
3	Supplier Innovation Management	Procure Source & Buy	Supplier Relationship Management	DETERMINISTIC	N	14000000	1	CONFIDENCE_GAP	N
3	Connected Vehicle Diagnostic & Telematics Support	Service	Dealer Technical Support & Service Engineering	AGENTIC	N	14000000	0		N
3	Regulatory Compliance & Cybersecurity for Connected Services	Service	Connected Vehicle Services & OTA Updates	AGENTIC	N	14000000	0		N
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	DETERMINISTIC	N	13000000	0		N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Risk & Scenario Planning for S&OP	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	12000000	0		N
3	Constraint Identification & Resolution	Plan	Capacity Planning & Constraint Management	AGENTIC	N	12000000	0		N
3	Supply Planning & Production Scheduling	Plan	Integrated Business Planning (IBP)	DETERMINISTIC	N	12000000	0		N
3	Equipment Maintenance & Reliability	Make	Stamping Operations	AGENTIC	N	12000000	0		N
3	Welding Process & Technology Management	Make	Body Shop & Welding	DETERMINISTIC	N	12000000	0		N
3	Paint Process Engineering & Optimization	Make	Paint Operations	AGENTIC	N	12000000	0		N
3	Drive Unit Component & Sub-Assembly	Make	Electric Vehicle Battery & Drive Unit Production	DETERMINISTIC	N	12000000	0		N
3	Maintenance Strategy & Planning	Make	Plant Maintenance & Reliability	AGENTIC	N	12000000	0		N
3	Maintenance Performance Monitoring & Continuous Improvement	Make	Plant Maintenance & Reliability	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Supplier Quality Performance & Development	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Supplier Quality Assurance & Improvement	Procure Source & Buy	Supplier Development & Capability Building	AGENTIC	N	12000000	0		N
3	Supplier Performance Monitoring & Improvement	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	12000000	0		N
3	Transportation Planning & Scheduling	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	12000000	0		N
3	Outbound Shipping & Loading	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	12000000	0		N
3	Returns & Reverse Logistics Management	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Warehouse Systems & Data Management	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Warehouse Systems & Data Management	Move & Fulfill	Warehouse & Distribution Center Operations	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Global Trade & Export Order Compliance	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	12000000	0		N
3	Connected Services & Aftermarket Order Integration	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Returnable Container Fleet Management	Move & Fulfill	Packaging & Returnable Container Management	AGENTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Logistics Network Design & Modeling	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	12000000	1	CONFIDENCE_GAP	N
3	Third-Party Service Provider & Ecosystem Management	Service	Connected Vehicle Services & OTA Updates	AGENTIC	N	12000000	0		N
3	Software & Feature Supply Chain Integration	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	N	12000000	1	CONFIDENCE_GAP	N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	11000000	1	CONFIDENCE_GAP	N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	AGENTIC	N	11000000	0		N
3	Current Production Supplier Quality Monitoring	Procure Source & Buy	Supplier Quality Management	AGENTIC	N	11000000	0		N
3	Risk & Scenario Planning for S&OP	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	10000000	0		N
3	Logistics Capacity Planning	Plan	Capacity Planning & Constraint Management	DETERMINISTIC	N	10000000	0		N
3	Inventory Exception Management & Resolution	Plan	Inventory Planning & Optimization	DETERMINISTIC	N	10000000	0		N
3	Welding Process & Technology Management	Make	Body Shop & Welding	DETERMINISTIC	N	10000000	0		N
3	Paint Process Engineering & Optimization	Make	Paint Operations	DETERMINISTIC	N	10000000	1	CONFIDENCE_GAP	N
3	Quality Management & Control	Make	Trim Chassis & Final Assembly	AGENTIC	N	10000000	0		N
3	Inbound Logistics & Material Handling	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	10000000	0		N
3	Maintenance Performance Monitoring & Continuous Improvement	Make	Plant Maintenance & Reliability	AGENTIC	N	10000000	1	CONFIDENCE_GAP	N
3	Carrier Performance & Relationship Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	10000000	0		N
3	Product Quality & Reliability Feedback Loop	Service	Dealer Technical Support & Service Engineering	AGENTIC	N	10000000	0		N
3	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	9800000	0		N
3	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	9000000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	9000000	0		N
3	Paint Production Planning & Control	Make	Paint Operations	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Quality Management & Control	Make	Trim Chassis & Final Assembly	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Workforce Management & Development	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Drive Unit Component & Sub-Assembly	Make	Electric Vehicle Battery & Drive Unit Production	AGENTIC	N	9000000	0		N
3	Global Manufacturing Process Governance	Make	Manufacturing Engineering & Process Design	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Maintenance Strategy & Planning	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	9000000	0		N
3	Maintenance Performance Monitoring & Continuous Improvement	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Facilities & Equipment Maintenance	Make	Production Support Services	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Continuous Improvement & Lean Initiatives	Make	Production Support Services	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Exception & Dispute Management	Procure Source & Buy	Purchase Order Management & Execution	AGENTIC	N	9000000	0		N
3	Supplier Performance Monitoring & Improvement	Procure Source & Buy	Procurement Operations & Compliance	AGENTIC	N	9000000	0		N
3	Contract & Agreement Management (Post-Award)	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Vehicle Distribution Center (VDC) Operations	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Freight Audit	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	9000000	0		N
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Order Status Tracking & Visibility	Move & Fulfill	Order Management & Fulfillment	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Logistics Network Design & Modeling	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Fleet Customer Service & Contract Management	Service	Ford Pro Fleet Service & Upfit Operations	AGENTIC	N	9000000	1	CONFIDENCE_GAP	N
3	Dealer & Customer Delivery Operations	Move & Fulfill	Outbound Vehicle Logistics & Distribution	AGENTIC	N	8700000	1	CONFIDENCE_GAP	N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	8200000	1	CONFIDENCE_GAP	N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	AGENTIC	N	8000000	0		N
3	Welding Process & Technology Management	Make	Body Shop & Welding	AGENTIC	N	8000000	0		N
3	Paint Production Planning & Control	Make	Paint Operations	DETERMINISTIC	N	8000000	0		N
3	Continuous Improvement & Lean Manufacturing	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	8000000	0		N
3	Manufacturing Engineering & Process Development	Make	Production Support Services	DETERMINISTIC	N	8000000	1	CONFIDENCE_GAP	N
3	Internal Production Logistics & Material Handling	Make	Production Support Services	DETERMINISTIC	N	8000000	0		N
3	Vehicle Release	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	8000000	0		N
3	Vehicle Distribution Center (VDC) Operations	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	8000000	1	CONFIDENCE_GAP	N
3	Logistics Technology & Data Management	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	8000000	0		N
3	Logistics Network Design & Modeling	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	8000000	1	CONFIDENCE_GAP	N
3	Performance Analysis & Process Improvement	Service	Recall & Field Service Action Management	DETERMINISTIC	N	8000000	1	CONFIDENCE_GAP	N
3	Software & Feature Supply Chain Integration	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	N	8000000	0		N
3	Upfit Solution Design & Integration	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	8000000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	7800000	0		N
3	Welding Process & Technology Management	Make	Body Shop & Welding	DETERMINISTIC	N	7000000	0		N
3	Paint Shop Maintenance & Reliability	Make	Paint Operations	DETERMINISTIC	N	7000000	0		N
3	Order Management System & Data Governance	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	7000000	0		N
3	Strategic Demand Planning & Scenario Modeling	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	6500000	0		N
3	Service Parts Outbound Logistics & Transportation	Move & Fulfill	Service Parts Logistics & Distribution	DETERMINISTIC	N	6500000	1	CONFIDENCE_GAP	N
3	Warranty & Goodwill Policy Management	Service	Customer Experience & Service Quality	DETERMINISTIC	N	6300000	0		N
3	Quality Management & Control	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	6000000	0		N
3	Maintenance & Asset Management	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Plant Maintenance & Asset Management	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	6000000	0		N
3	New Model Launch Quality Readiness	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	6000000	0		N
3	Root Cause Analysis & Corrective Action (QRCI)	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	6000000	0		N
3	Continuous Improvement & Lean Initiatives	Make	Production Support Services	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Purchase Order Creation & Issuance	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	N	6000000	0		N
3	Purchase Order Amendment & Change Management	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	N	6000000	0		N
3	Global Trade & Export Order Compliance	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Order Fulfillment Exception & Escalation Management	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Dealer Order Management & Support	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	6000000	0		N
3	Expendable Packaging Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Expendable Packaging Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Recall & FSA Execution & Monitoring	Service	Recall & Field Service Action Management	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Performance Analysis & Process Improvement	Service	Recall & Field Service Action Management	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Software & Feature Supply Chain Integration	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	N	6000000	1	CONFIDENCE_GAP	N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	AGENTIC	N	5400000	1	CONFIDENCE_GAP	N
3	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	5200000	1	CONFIDENCE_GAP	N
3	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	DETERMINISTIC	N	5200000	0		N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	5200000	0		N
3	Non-Conformance Management & Containment	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	5200000	1	CONFIDENCE_GAP	N
3	Non-Conformance Management & Containment	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	5200000	1	CONFIDENCE_GAP	N
3	Metrology & Measurement System Management	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	5200000	0		N
3	Data & Technology Management for S&OP	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	5000000	0		N
3	Paint Quality & Rework Management	Make	Paint Operations	DETERMINISTIC	N	5000000	0		N
3	Quality Management & Control	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	5000000	0		N
3	In-Process Component & Assembly Verification	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	5000000	0		N
3	Purchase Order Amendment & Change Management	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	Purchase Order Amendment & Change Management	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	N	5000000	0		N
3	Procurement Systems & Data Governance	Procure Source & Buy	Procurement Operations & Compliance	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	In-Transit Visibility & Exception Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	Returns & Reverse Logistics Management	Move & Fulfill	Warehouse & Distribution Center Operations	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	DETERMINISTIC	N	5000000	0		N
3	Order Fulfillment Performance Reporting & Analytics	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	Performance Monitoring & Continuous Improvement	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	Transportation Strategy & Mode Optimization	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	5000000	0		N
3	Global Logistics Regulatory Compliance	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	Regulatory Compliance & Safety Issue Support	Service	Dealer Technical Support & Service Engineering	DETERMINISTIC	N	5000000	0		N
3	Financial Management & Cost Recovery	Service	Recall & Field Service Action Management	DETERMINISTIC	N	5000000	0		N
