rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
994	12d8c090aee6	Indirect Category Portfolio Management	Indirect Category Management & Stakeholder Engagement	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
995	143a78c4db62	Special Project Logistics Planning, e.g., New Model Launch	Freight Planning & Network Optimization	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
996	1524df078a5e	Contract Lifecycle Management & Renewal Tracking	Indirect Contract & Agreement Management	Indirect Procurement	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
997	1575c669ce5f	Unforeseen Price Spike Mitigation & Hedging	Strategic Sourcing Incident Management	Commodity Management & Market Intelligence	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
998	188d6894b480	Supplier Development & Capability Building Initiatives	Supplier Network Strategy & Development	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
999	191b15fda5be	Anti-Chip Coating Application & Verification	Primer & Sealer Application	Paint Operations	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1000	1cc9d4d49c85	Carrier Safety & Licensing Compliance Oversight	Global Logistics Regulatory Compliance	Logistics Network Optimization	Move & Fulfill	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1001	1e09f1b99ec6	Warehouse Storage & Inventory Management	Inbound Logistics & Material Handling	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1002	1eb7bfce7af6	Critical Indirect Supplier Performance Improvement Plan	Indirect Supplier Performance & Relationship Management	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1003	1fdee36b1830	Initial Production Run (IPR) Quality Monitoring	New Model Launch Quality Readiness	Quality Control & In-Process Inspection	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1004	205591df78b0	Goods Receipt & Service Entry Sheet Processing	Requisition-to-Order Processing	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1005	207d4cafd277	Stamping Process Analysis & Value Stream Mapping	Continuous Improvement & Process Optimization	Stamping Operations	Make	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1006	296a26dfdc71	Mobile Service Appointment Booking & Routing	Mobile Service Delivery & Dispatch	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1007	2d13e680cbe5	Failed OTA Rollback & Remediation	OTA Software Deployment & Management	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1008	2dc826673b96	Underbody Sealer Material Supply & Replenishment	Primer & Sealer Application	Paint Operations	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1009	309396b0bd6f	Demand Management & Consumption Analysis	Indirect Spend Analytics & Optimization	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1010	3a0c48a93c24	Logistics Network Redesign & Optimization Projects	Transportation Performance & Continuous Improvement	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1011	3b0180c016f8	Early Warning System for Supplier Distress	Sourcing Risk Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1012	3b27f5c7e9d6	Statistical Forecast Model Management	Demand Sensing & Forecasting	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1013	3cba724512b4	Recoupment & Subrogation Management	Claims Adjudication & Payment Processing	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1014	3ecb6aacb9ca	Inbound Logistics Network Design for New Programs	Launch Logistics & Distribution Planning	New Product Launch Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1015	3f03a4e95cdb	Non-Conforming Material Segregation & Handling	Inbound Logistics & Material Handling	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1016	43130b71c65d	Contingency Planning for Critical Components	Sourcing Risk Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1017	446cae76d714	Supplier Problem Resolution & Escalation	Supplier In-Plant Quality & Performance Management	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1018	45069d9ccc12	Digital Sales Platform Management	Sales Channel & Marketing Management	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1019	48301547ecf9	Incoming Part Receipt & Quality Check	Material Flow & Inventory Management (Internal)	Body Shop & Welding	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1020	485232bc7167	Packaging & Labeling for Outbound Shipments	Finished Goods Handling & Dispatch	Electric Vehicle Battery & Drive Unit Production	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1021	498240da46b8	Remote Vehicle Monitoring for Proactive Service	Digital & Connected Service Experience	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1022	4a21052fd2e8	Catalog Management & Punchout Integration	Requisition-to-Order Processing	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1023	4a298bf147c2	Dealership Delivery Scheduling & Tracking	Outbound Vehicle Logistics Operations	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1024	4afc68c89bba	Recall Campaign Service Completion Monitoring	Regulatory & Compliance for Service Operations	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1025	4b3c6f872918	Dealer Capacity Planning & Scheduling Support	Dealer Operations & Service Readiness	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1026	4da48074ec7d	Mobile Technician Dispatch & Job Assignment	Mobile Service Delivery & Dispatch	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1027	4de1299e4f1c	Supplier Delivery Schedule Adherence Monitoring	Supplier Interface & Performance Management	Trim Chassis & Final Assembly	Make	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1028	4debd3264e77	NPI Supplier Readiness Assessment & Milestone Tracking	New Product Introduction (NPI) Sourcing	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1029	506ceaac6d95	Cross-Divisional Sourcing Synergy Identification	Sourcing Strategy & Category Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1030	5086370fbd8b	Contractual Risk Identification & Assessment	Risk Management in Contracts	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1031	51a8cc0eb385	Internal Tooling & Fixture Management for New Products	Internal Manufacturing Launch Readiness	New Product Launch Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1032	51c70aea0544	Three-Way Match (PO, GR, Invoice) Execution	Goods Receipt, Invoice Verification & Resolution	Purchase Order Management & Execution	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1033	5815942ca6bf	Multi-Modal Expedited Solution Development	Emergency & Critical Parts Fulfillment	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1034	591ab806a43c	Finished Goods Distribution Center Stocking Optimization	Multi-Echelon Inventory Optimization	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1035	599388ad8b66	Assembly Line Layout & Ergonomics Optimization	Manufacturing Engineering & Process Optimization	Trim Chassis & Final Assembly	Make	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1036	59f0d849618c	High-Cost Warranty Claim Technical Analysis	Warranty & Policy Claim Technical Review	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1037	59f22bcb7a1e	Early Warning System for Financial Distress Identification	Supplier Financial Health Monitoring	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1038	5a3d692ebbfd	Tax & Financial Inventory Valuation Compliance	Regulatory & Compliance Inventory Review	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1039	5afe64353f51	Telematics & IoT Integration for Fleet Tracking	Logistics Technology & Data Management	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1040	5b8160a2e0ec	Internal Control Design & Implementation	Fraud Prevention & Audit	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1041	5f015a1a4a0d	Robotic & Automated Assembly Cell Operation	Powertrain Assembly & Sub-Assembly	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1042	62fbb8c6c005	Self-Billing & Evaluated Receipt Settlement (ERS) Processing	Invoice & Payment Reconciliation	Procurement Operations & Compliance	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1043	630cc2b44aa4	Payment Run Authorization & Execution	Invoice & Payment Processing (P2P part)	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1044	632ac198e71f	Supply Chain Traceability & Transparency Initiatives	Sustainability & Ethical Sourcing Governance	Commodity Management & Market Intelligence	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1045	639f86c47b24	Defective Part Return Authorization & Tracking	Warranty Parts Management	Warranty Administration & Claims Management	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1046	63a4f01f6777	Service Part Quality Monitoring & Issue Reporting	Service Part Quality & Availability Management	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1047	6620c8afb4b5	Strategic Alignment & Trade-off Decisions	Executive S&OP / IBP Review & Decision Making	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1048	6688d50287ea	Pre-treatment Chemical Replenishment & Scheduling	Pre-treatment & E-Coat Operations	Paint Operations	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1049	66d1941b7350	E-Coat Dip Tank & Rectifier Monitoring	Pre-treatment & E-Coat Operations	Paint Operations	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1050	66d91e61be39	Executive IBP Demand Review	Executive S&OP / IBP Review & Decision Making	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1051	67f59f853293	Best Practice Sharing Across Dealer Network	Service Process Continuous Improvement	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1052	6acdce23cf7a	Carrier Qualification & Onboarding Process	Carrier Relationship Management & Sourcing	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1053	6aefd5cfbb2e	Automation Strategy & Roadmap Development	Digital Manufacturing & Automation Process Design	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1054	6e11462623f1	Non-Compliance Issue Investigation & Remediation	Regulatory & Environmental Compliance	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1055	701a1d80d371	Stamping OEE (Overall Equipment Effectiveness) Tracking	Data Analytics & Performance Management	Stamping Operations	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1056	704c9410750d	Obsolete & Excess Inventory Reduction Planning	Inventory & Material Flow Strategy	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1057	78e4ee5b65d7	Plant-Level Inventory Target Setting	Multi-Echelon Inventory Optimization	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1058	7f3eedb7d63b	Regional Capacity Footprint Strategy Development	Strategic Capacity Planning	Capacity Planning & Constraint Management	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1059	8046f2f1499e	Cycle Counting & Inventory Reconciliation	Service Parts Warehouse & Distribution Center Operations	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1060	80aca768087f	Internal Material Kitting & Line Feeding	Inbound Logistics & Material Handling	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1061	8369b6699f54	Geopolitical Risk Monitoring & Impact Analysis	Supplier Risk Management	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1062	8401c55c8c3f	Regulatory Compliance Monitoring & Enforcement	Supplier Sustainability & Compliance	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1063	84e28e00c56e	Supply Chain Mapping & Criticality Assessment	Supplier Risk & Resilience Management	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1064	856b5ec82284	Service Part Number Creation & Deactivation	Service Parts Master Data & Bill of Material (BOM) Management	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1065	857ae12d6da0	Warehouse Slotting & Location Management	Warehouse & Inventory Management	Inbound Logistics & Material Flow	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1066	884862a0ce55	Critical Bug Reporting & Resolution Workflow	Exception Handling & Escalation for Connected Services	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1067	8a2ac697a1e6	Complex Repair Case Escalation & Resolution	Technical Service Support & Diagnostic Tooling	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1068	8a5ef7b2f32f	Single Source Risk Mitigation Planning	Sourcing Risk Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1069	8b89de3cf750	Warranty System Rule & Logic Technical Input	Warranty & Policy Claim Technical Review	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1070	8bde29ad2a51	Root Cause Analysis & Corrective Action for Service Failures	Transportation Performance & Continuous Improvement	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1071	8bfe4f344b57	Die Fabrication & Sourcing Management	Die Engineering & Management	Stamping Operations	Make	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1072	8c8cf4f211fc	Manufacturing Process Simulation Modeling	Process Validation & Simulation	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1073	8d800def8bd5	Capacity Planning & Utilization Monitoring	Production Planning & Material Flow Management	Electric Vehicle Battery & Drive Unit Production	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1074	91352a8e0944	Fleet Onboarding & Service Integration	Fleet Customer Service & Contract Management	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1075	915801f72206	Supplier Service Part Quality Audit Program	Service Part Quality & Availability Management	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1076	91bac30659be	Long-Range Volume Forecasting	Demand Sensing & Forecasting	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1077	924f153420a8	Fleet Program Sales Integration	Sales Channel & Marketing Management	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1078	977c2e766fe9	Tail Spend Management Program Execution	Indirect Spend Analytics & Optimization	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1079	980f4a5c9c9f	Component Run-Out & Service Parts Transition Planning	New Program & Lifecycle S&OP Integration	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1080	98776acaddab	Daily Cycle Counting & Discrepancy Reconciliation	Inventory Management & Accuracy	Warehouse & Distribution Center Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1081	996ddbd041e4	OTA Deployment Execution & Monitoring	OTA Software Deployment & Management	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1082	9a11748ce061	Supplier Quality at Receiving Inspection	Production Quality Control & Assurance	Production Support Services	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1083	a170efbe0b7b	Spare Parts Obsolescence & Lifecycle Management	Maintenance Parts & Spares Inventory Management	Plant Maintenance & Reliability	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1084	a1dd8c9ea003	Over-The-Air (OTA) Update Troubleshooting Support	Diagnostic Software & Firmware Management	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1085	a63a0dd9a53d	Component Localization Strategy & Cost Analysis	Cost & Value Optimization (Sourcing Phase)	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1086	a8a942b25bbd	Bill of Material (BOM) Release & Management for Launch	Material Flow & Inventory Planning for Launch	New Product Launch Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1087	a990639effe5	Continuous Improvement Process for Connected Services	Service Performance Monitoring & Quality Assurance	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1088	aa2fd57bbd85	S&OP KPI Definition & Dashboard Reporting	S&OP Performance Monitoring & Improvement	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1089	ab161065fb27	Incoming Quality Inspection for Cells	Raw Material & Component Receipt & Kitting	Electric Vehicle Battery & Drive Unit Production	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1090	ab8ed3407e4d	Capacity Planning & Utilization Analysis	Production Planning & Sequencing Integration	Body Shop & Welding	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1091	ac60fb0bc8a2	Global Supply-Demand Imbalance Identification	Constraint Identification & Resolution	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1092	ada066656f8a	Automatic Crash Notification (ACN) Processing	Emergency Services Integration	Roadside Assistance & Emergency Services	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1093	addea986b501	Customer Retention & Loyalty Program Implementation	Customer Issue Resolution & Escalation	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1094	b02972b0c8ba	Root Cause Analysis for Repeat Warranty Concerns	Warranty & Policy Claim Technical Review	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1095	b1a91e4810f7	Electronic Data Interchange (EDI) for Carriers Management	Logistics Technology & Data Management	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1096	b1c016f68b78	Marketing Campaign Development & Execution	Sales Channel & Marketing Management	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1097	b3aa7c323b7a	Fixture & Equipment Design	Tooling	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1098	b53797d71743	Upfit Compliance & Quality Control Checks	Service & Upfit Quality Assurance	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1099	b80ceda9700e	Excess Inventory De-expediting Actions	Expediting, De-expediting & Demand Alignment	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1100	b8e83eb2f7dc	Physical Process Trial & Pilot Run Execution	Process Validation & Simulation	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1101	b99a2970673f	Pre-Production Build Inventory Readiness Planning	New Product Introduction (NPI) Inventory Planning	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1102	bb5d727dee99	Dealer Performance Audit & Scorecarding	Service Network Performance & Quality Management	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1103	bcc00bcc861c	Real-time Service Performance Monitoring	Service Performance Monitoring & Quality Assurance	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1104	bde74290ced6	Commodity Performance Dashboard Development	Commodity Data Analytics & Reporting	Commodity Management & Market Intelligence	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1105	beb4e2ba0ac0	Color Match Verification & Adjustment	Topcoat Application	Paint Operations	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1106	bf6e9b0f9529	Contract Expiration & Renewal Management	Contract Management & Lifecycle	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1107	c213b7eaf6b4	Contract Compliance Monitoring & Audit	Supplier Contract & Relationship Governance	Supplier Relationship Management	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1108	c359aaf8683e	Sales Performance Monitoring & Incentives	Sales Channel & Marketing Management	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1109	c570dd5868eb	Supplier Quality Standards & Requirements Definition	Supplier Quality Strategy & Governance	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1110	c652a8e1ae68	Network Performance Baseline & Target Setting	Performance Measurement & Continuous Improvement	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1111	c6531723fea0	Financial Performance Reporting & Analysis	Performance Analytics & Program Optimization	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1112	c6a3b9bca5d4	Monthly Consensus Demand Planning	Demand Sensing & Forecasting	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1113	c9b8f343b742	Engineering Change Impact Assessment on S&OP	New Program & Lifecycle S&OP Integration	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1114	cbc03dc62de7	Product Launch & Go-to-Market Strategy	Extended Service Product Development & Lifecycle Management	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1115	cd896ed2cbb7	On-Site Diagnostic & Repair Execution	Mobile Service Delivery & Dispatch	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1116	ce8699269f41	Bid Submission & Opening Process	Request for Quote (RFQ) & Bid Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1117	cf8895909a2a	Priority Setting & Escalation	Customer Request & Incident Management	Roadside Assistance & Emergency Services	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1118	d0c24fe60e99	Vehicle Data Collection & Transmission Management	Connected Vehicle Data Governance & Analytics	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1119	d38f5a2e0e41	Material & Finish Quality Checks	In-Process Component & Assembly Verification	Quality Control & In-Process Inspection	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1120	d4067756ed4e	Production KPI Monitoring & Reporting (Stamping)	Data Analytics & Performance Management	Stamping Operations	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1121	d655f72b9d8f	Key Performance Indicator (KPI) Reporting & Analysis	Service Parts Performance Management & Continuous Improvement	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1122	d693479b3923	Empty Container Management & Return Logistics	Internal Production Logistics & Material Handling	Production Support Services	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1123	d78cad065359	Launch Stock Build-Up & Allocation	New Product Introduction (NPI) Inventory Planning	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
