rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
290	265847b2125b	Define Ongoing Category Management Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
291	3e30b1a2849f	Validate Customer Credit Worthiness	Manage Credits	Order Management	Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
292	4a9f00fdcd2e	Manage Dock Scheduling	Manage Yards	Warehouse Management	Fulfill	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
293	4f56679b19a1	Identify & Evaluate Areas of Non-Performance	Govern Monitoring and Data Collection	Control & Monitoring	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
294	577d781b1c62	Manage Payment Disputes	Manage Payment Collections	Order Management	Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
295	6d80fbf89fa1	Establish T&C, Slas, And Obligations	Author Contract	Contract Management	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
296	73703c7c32fc	Define & Implement Corrective Actions	Govern Monitoring and Data Collection	Control & Monitoring	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
297	7d9920d31cc3	Manage Product/Shipment Tracking And Monitoring Tools/Platforms	Develop Digital & Automation Strategy	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
298	9033eeaaba9c	Collect Cash	Manage Payment Collections	Order Management	Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
299	96031a73b283	Enable Blanket / Limit Order / Framework Order	Enable Buying Channels	Business Intake	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
300	a92d2691cbf7	Manage Labour and Resource	Plan Labour and Workforce Scheduling	Warehouse Management	Fulfill	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
301	b3aa1f321cb5	Manage Modelling Tools	Develop Digital & Automation Strategy	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
302	b62ac20b68b7	Receive & Identify Forecast Support Needs	Provide Forecasting Support	Budget Alignment	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
303	c003ad4072f3	Implement & Monitor Category Plan	Define Category Plan	Category Management	Source & Procure	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
304	c1423653e37c	Define Capability Strategy	Define Procurement Vision & Strategic Roadmap	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
305	d2ab78e6916b	Track, Monitor & Report Supplier Responsibility & Ethics	Manage Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
306	d82c08e42741	Route Request	Conduct Intelligent Business Intake	Business Intake	Source & Procure	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
307	e65669fe7c77	Manage Insolvent Accounts	Manage Payment Collections	Order Management	Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
308	vf-fl-ab2ce80c	Automated Forecast Parameter Optimization	Cross-Functional: Plan + Source & Procure + Fulfill	Value Flow	Cross-Functional	0.5000	0.5000	0.5000	0.2500	1.0000	0.1429	0.4536	N			1	4000000
309	cf-fl-19872a05	Deterministic Forecast Parameter Optimization	Cross-Functional: Plan + Source & Procure + Fulfill	Feedback Loop	Cross-Functional	0.5000	0.5000	0.5000	0.2500	1.0000	0.1429	0.4536	N			1	2000000
310	cf-5w-e6368523	Multi-Echelon Network Inventory Harmonization	Cross-Functional: Plan + Inventory	Five Whys	Cross-Functional	0.5000	0.5000	0.5000	0.2500	1.0000	0.1429	0.4536	N			1	1500000
311	cf-fl-f80928b7	Deterministic Multi-Echelon Optimization	Cross-Functional: Inventory + Fulfill	Feedback Loop	Cross-Functional	0.5000	0.5000	0.5000	0.2500	1.0000	0.1429	0.4536	N			1	1500000
312	vf-5w-334983cb	Real-Time Demand Signal Fusion	Cross-Functional: Plan + Demand Planning + Forecast Analytics	Value Flow	Cross-Functional	0.5000	0.5000	0.5000	0.2500	1.0000	0.1429	0.4536	N			1	1200000
313	cf-5w-686e0fdb	Integrated Trade Promotion & Inventory Alignment	Cross-Functional: Revenue + Plan + Inventory	Five Whys	Cross-Functional	0.5000	0.5000	0.5000	0.2500	1.0000	0.1429	0.4536	N			1	1000000
314	26f989ded355	Perform Operational Reporting	Manage Performance Objectives	Execute Governance & Infrastructure	Source & Procure	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
315	6d5bcfd2e57e	Track, Monitor & Report Supplier Diversity & Inclusion	Manage Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
316	a5b51c9cdfd1	Identify Cross-Functional Team & Business Stakeholders	Define Category Plan	Category Management	Source & Procure	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
317	bc4f7b789582	Measure Data Collection Governance Effectiveness	Govern Monitoring and Data Collection	Control & Monitoring	Source & Procure	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
318	0265217cc46a	Receive And Validate Documents	Receive Goods & Services	Order to "Ok To Pay"	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
319	0347bbaddf9c	Define & Validate Approach for On-Going Asset Purchasing & Alternatives	Manage Assets	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
320	07ddecccc953	Define Service Monitoring Approach	Administer Third-Party Services	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
321	0853cc31246a	Assess Forecast	Monitor Supply Chain Segmentation	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
322	09db2436dc1c	Route & Escalate Customer Requests & Inquiries	Manage Customer Interactions	Order Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
323	0a1f5800cf81	Define Contract Management Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
324	0b3200b916c8	Manage Human Safety Factors In Transport?	Develop Health, Safety and Environment Factors	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
325	0bac941e3637	Review & Validate Request / Negotiated Agreement	Validate Intake & Request	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
326	0cff5b5f4198	Define Category & Sub-Category Strategic Plan	Define Category Plan	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
327	0d91c6803679	Define Procurement Responsibility & Ethics Goals & Objectives	Develop Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
328	0fffc4758ec2	Define Value Analysis & Engineering Approach	Manage Category Innovation	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
329	1061690cda43	Manage Segmentation Definition	Define Category Segmentation Strategy	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
330	1274b166ac2c	Monitor And Validate Existing Credit Profile	Manage Credits	Order Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
331	15b4602a2c3a	Establish Action Plans for Buying Channel Performance Improvement	Define Buying Channels	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
332	171fc497acf2	Manage Continuous Issue & Risk Monitoring	Manage Risks	Risk & Resiliency	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
333	18a4993cc88a	Define Sla	Manage Customer Experience	Business Intake	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
334	19410b697829	Manage Waste Reduction & Disposal	Manage Logistics Sustainability	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
335	1aa1a44fb28f	Review Periodic Supply	Manage Quota and Allocations	Sales & Operations Execution	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
336	1c363380d090	Define Risk Categories	Manage Risk Segmentation & Assessment	Risk & Resiliency	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
337	1c3b3687c666	Maintain fleets	Manage Fleets	Transportation Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
338	1e7abb9785df	Define Project/Initiative Charters	Identify & Execute Improvement Programs	Performance Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
339	1ec1c57a0684	Track, Monitor & Report Supplier Sustainability	Manage Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
340	1f6896043116	Define & Implement Compliance Performance Action Plans	Manage Compliance & Performance	Control & Monitoring	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
341	1fcdc85d8e08	Manage Contract Content	Monitor LSP Spend & Contract Compliance	Logistics Service Provider (LSP) Selection and Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
342	23799306438b	Review Final Demand And Supply Plan	Prepare and Conduct Executive S&Op	Sales & Operations Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
343	277c434e5289	Define Support Approach	Provide Sourcing Support	Sourcing	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
344	29e4b75ae470	Define & Execute Supplier Discovery	Define Category Plan	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
345	350d5694dd54	Integrate 3PL Platform - TMS	Integrate 3PL Platform	Transportation Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
346	354540030fd5	Create Statistics Reports	Execute Customs Clearance	Global Trade Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
347	35ab1242f613	Execute Risk Assessment	Manage Risk Segmentation & Assessment	Risk & Resiliency	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
348	36c0712cde06	Manage Contract Changes	Administer Third-Party Services	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
349	3818897f524f	Define Risk & Resilience Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
350	3a75507f8ec2	Identify & Implement Improvement Opportunities Aligned To Strategy	Manage Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
351	3c3532c0f8a2	Manage Intake Status And Steward Routing	Manage Customer Experience	Business Intake	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
352	3f9c7921bb09	Develop Sourcing Project Work Plan	Develop Sourcing Profile & Strategy	Sourcing	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
353	3f9d3f45f0c6	Define Budget Alignment Approach	Align Budget	Budget Alignment	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
354	44a47de15c2a	Manage Talent Lifecycle	Manage People	Execute Governance & Infrastructure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
355	4505488dc886	Confirm User Specification & Needs	Execute Spot Buy	Order to "Ok To Pay"	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
356	455958d2ddfe	Manage Utilities In Warehouse	Manage Logistics Sustainability	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
357	4736c8177f56	Refine Forecast	Forecast Enrichment	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
358	48c1f9d95224	Run Simulations And What-If Scenarios	Prepare and Conduct Pre-S&Op	Sales & Operations Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
359	49b7d475f901	Define Location Strategy	Define Workforce Strategy	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
360	4ac591f43cf9	Analyse And Classify Tail Spend	Define Tail Spend Mgmt. Strategy	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
361	4b34be7990ef	Select And Implement Analytics Tool	Develop Analytics Tools for Performance Improvements	Performance Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
362	4f960d2e10fb	Define Payment Collection Plan	Manage Payment Collections	Order Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
363	50dec65792ed	Manage And Track Pallets	Manage Warehouse Assets and MHE (Material Handling Equipment'S)	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
364	5170374529fa	Conduct Contract Performance Reviews	Manage Contract Performance	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
365	52a4ae732887	Perform What-If Analysis And Scenario Evaluation	Provide Sourcing Support	Sourcing	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
366	54e4cdc87684	Manage Supplier On-Boarding	Manage Supplier Lifecycle	Supplier Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
367	555580ebadad	Define Buying Channel Approach & Strategy	Define Buying Channels	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
368	572dc64695d6	Measure Buying Channel Compliance Performance	Define Buying Channels	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
369	592e1d366ee6	Define Procurement Functional Strategic Roadmap	Define Procurement Vision & Strategic Roadmap	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
370	59882bb84f97	Track Project Outcomes	Identify & Execute Improvement Programs	Performance Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
371	5af6702e2a87	Develop Plan To Improve Demand	Manage Continuous Improvement of Demand	Demand Planning for Source & Procure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
372	5b11232d3f5c	Develop Implementation Plan	Execute Sourcing	Sourcing	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
373	5bf6c8724e00	Establish Contract Performance Metrics	Author Contract	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
374	602bc79f9082	Define Forecast Support Model & Approach	Provide Forecasting Support	Budget Alignment	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
375	61acc68c02d1	Identify Initiatives for Budget Integrations	Integrate Budget to Initiatives	Budget Alignment	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
376	6238e9588e7c	Manage Human Factors In Warehouse Safety?	Develop Health, Safety and Environment Factors	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
377	63f41b8b8157	Set-Up Governance	Manage Demand Driver Data	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
378	6500c37bf8c9	Execute Stock Lock/Unlock	Manage Storage Capacity & Inventory	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
379	655f42c4a278	Manage License & Permits	Manage Trade Compliance	Global Trade Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
380	6611ad6ac59c	Integrate 3Pl Platform - WMS	Integrate 3Pl Platform - WMS	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
381	67f9316d2df9	Analyse Spend Data Based On Category Structure	Manage Spend Visibility	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
382	6c877183f315	Integrate Promotion, Price Chainge, & Marketing Campaign	Forecast Enrichment	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
383	6e25dcc0000b	Develop Tactical Sourcing Approach	Execute Tactical Sourcing	Sourcing	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
384	6ed678c5ac35	Define Cost Elements & Drivers	Develop Category Costs Profile	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
385	73ca28e92072	Define And Execute Mitigation Plans for Performance Gaps	Manage Performance Objectives	Execute Governance & Infrastructure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
386	794af77d47f3	Manage Scraps	Manage Storage Capacity & Inventory	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
387	795bbb04394f	Segment Categories On Asset Purchase Needs	Manage Assets	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
388	7975b4dd3d43	Define & Update Digital Governance & Management Strategy	Define Digital Strategy	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
389	7a16d7acb619	Maintain Warehouse Facility	Manage Warehouse Assets and MHE (Material Handling Equipment'S)	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
390	7c6d21ee58c2	Define Cost Elements, Logic & Allocation	Embed Cost-To-Serve Capability	Performance Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
391	7d0c38c4b061	Identify & Implement Improvement Opportunities Aligned To Strategy	Manage Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
392	7e55870e2c95	Manage Supplier Ecosystems	Develop And Collaborate With Suppliers	Supplier Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
393	7f1aa17be056	Share Promotion Activities	Manage Demand Driver Data	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
394	816eecad2a79	Analyse Current Performance	Monitor Supply Chain Segmentation	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
395	8318dae530aa	Perform Receivable Assessment	Manage Payment Collections	Order Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
396	833dcc5f2b9b	Identify Demand Increase/Decrease What-If Scenarios	Perform Root-Cause and What-If Analysis	Sales & Operations Execution	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
397	85615c015b60	Define Plan And Implement Strategies	Define Tail Spend Mgmt. Strategy	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
398	85d0bd909dcb	Update Life Cycle Indicator	Manage NPI and Phase-In/Out	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
399	87cc21867b84	Execute Staging & Sorting	Receive Goods	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
400	899771aaedaf	Monitor Truck Movements(In Yard)	Manage Yards	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
401	8c607df2407b	Manage Invoice Correction Actions	Perform Invoice Processing & Payment	Order to "Ok To Pay"	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
402	8d67020dfd5f	Define Order Cube	Establish Wave Plan	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
403	8db599e1a116	Manage Customer Requests & Inquiries	Manage Customer Interactions	Order Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
404	8fd522f55881	Gather Market Inputs	Define Statistical Forecast Model	Forecast Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
405	901dd884e46a	Manage Functional Strategic Roadmap	Manage Procurement Projects (PMO)	Execute Governance & Infrastructure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
406	91af2ee83fa6	Define Srm Strategy & Approach	Manage Supplier Relationships	Supplier Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
407	948773341c3a	Define Category Cost Profile Approach & Objectives	Develop Category Costs Profile	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
408	957c2d6e9846	Update Safety Days of Supply	Monitor Inventory Parameter Optimization	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
409	95ad1940f946	Retire Contract	Manage Contract Lifecycle	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
410	98162c8f5b0f	Define Customer Segments	Manage Customer Collaborative Planning	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
411	98b376836f52	Adjust Forecast	Forecast Enrichment	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
412	99a1fb02529b	Define P2P Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
413	99ae22bcdbc1	Define Scope for Risk & Resilience	Define Risk & Resilience Strategy & Governance	Risk & Resiliency	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
414	9a0a2196c35f	Update Parameters	Intigrate And Optimize Production Parameter	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
415	9a17206d20b0	Establish Action Plans for Contract Performance Improvement	Manage Contract Performance	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
416	9a4947bcba74	Manage Ongoing Project /Initiatives	Identify & Execute Improvement Programs	Performance Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
417	9b84fb8ad1d1	Define Operating Model Blueprint	Define Procurement Vision & Strategic Roadmap	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
418	9ca6399feedf	Define Assessment Approach	Manage Risk Segmentation & Assessment	Risk & Resiliency	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
419	9e9d38953cee	Manage Organizational Safety Factors In Transport?	Develop Health, Safety and Environment Factors	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
420	9f9ee68e461b	Manage Supplier off-Boarding	Manage Supplier Lifecycle	Supplier Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
421	a384a0c56b62	Review Assessment Results	Manage Supplier Performance	Supplier Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
422	a4173c420b43	Manage Long Term Vendor Declaration	Manage & Execute Preferential Program	Global Trade Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
423	a57bb5c61d74	Manage Customer Portal	Manage Customer Interactions	Order Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
424	a779faabc5b5	Analyse Trade Regulations	Manage Trade Compliance	Global Trade Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
425	a835a3c8a116	Define KPIs	Measure And Manage Demand Performance & Improvement	Forecast Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
426	a8558778c9a7	Define Rules And Logic	Define Demand Aggregation Or Disaggregation	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
427	a8ce77792548	Measure And Report Sla Performance	Manage Customer Experience	Business Intake	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
428	a9f5bc7dcd6f	Define Category Planning Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
429	aa01feaad14f	Manage & Develop 3Pl LSP Relationships	Manage LSP	Logistics Service Provider (LSP) Selection and Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
430	aa574626e74e	Optimize Service Levels	Monitor Inventory Parameter Optimization	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
431	ab1817badc71	Manage Documentation	Manage Import / Export	Global Trade Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
432	ab4f04fabcdc	Identify Uncertainities	Conduct Supply Scenario Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
433	abc07c65f0d5	Execute Corrective Action Plans	Manage Customer Experience	Business Intake	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
434	acfbfe765a16	Define Wave Strategy	Establish Wave Plan	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
