tier	l3_name	opportunity_name	l1_name	l2_name	lead_archetype	quick_win	combined_max_value	flag_count	flags
3	Performance Monitoring & Continuous Improvement	Autonomous Continuous Improvement Engine for Packaging and Plant Performance	Move & Fulfill	Packaging & Returnable Container Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Packaging Exception & Issue Management	Autonomous Packaging Exception & Recovery Engine	Move & Fulfill	Packaging & Returnable Container Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Logistics Network Design & Modeling	End-to-End Logistics Network Optimization Engine	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Logistics Risk Management & Resilience Planning	Autonomous Logistics Resilience Engine for Automotive Supply Network	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Claim Adjudication & Processing	Autonomous Claims Adjudication & Processing Engine	Service	Warranty Administration & Claims Management	AGENTIC	N	0	0	
3	Warranty Parts Management	Autonomous Warranty Parts Reconciliation & Return Orchestration	Service	Warranty Administration & Claims Management	AGENTIC	N	0	0	
3	Service Training & Certification	Autonomous Training & Certification Lifecycle Optimization	Service	Dealer Technical Support & Service Engineering	AGENTIC	N	0	1	NO_STAKES
3	Regulatory Compliance & Safety Issue Support	Autonomous Regulatory & Safety Issue Response Engine	Service	Dealer Technical Support & Service Engineering	DETERMINISTIC	N	0	1	NO_STAKES
3	Service Parts Performance Management & Continuous Improvement	Autonomous Service Parts Performance Engine	Service	Service Parts Planning & Management	DETERMINISTIC	Y	0	0	
3	Service Parts Business Continuity & Risk Management	Autonomous Service Parts Continuity Engine	Service	Service Parts Planning & Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Recall & FSA Determination & Strategy	Autonomous Recall & FSA Strategy Engine	Service	Recall & Field Service Action Management	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Regulatory Affairs & Compliance Reporting	Autonomous Regulatory Reporting & Recall Lifecycle Orchestrator	Service	Recall & Field Service Action Management	AGENTIC	N	0	3	DEAD_ZONE; NO_STAKES; CONFIDENCE_GAP
3	Financial Management & Cost Recovery	Autonomous Financial Recovery & Reimbursement Orchestrator	Service	Recall & Field Service Action Management	AGENTIC	N	0	0	
3	Performance Analysis & Process Improvement	Autonomous Performance Optimization & Recall Resilience Engine	Service	Recall & Field Service Action Management	DETERMINISTIC	Y	0	1	CONFIDENCE_GAP
3	Dispatch & Resource Allocation	Autonomous Dispatch & Reallocation Engine for Multi-Echelon Automotive Network	Service	Roadside Assistance & Emergency Services	AGENTIC	N	0	3	DEAD_ZONE; NO_STAKES; CONFIDENCE_GAP
3	Emergency Services Integration	Autonomous Emergency Response Orchestrator for Automotive Safety Incidents	Service	Roadside Assistance & Emergency Services	DETERMINISTIC	N	0	1	CONFIDENCE_GAP
3	Software & Feature Supply Chain Integration	End-to-End Software Supply Chain Orchestration for Automotive Platform Solutions	Service	Connected Vehicle Services & OTA Updates	DETERMINISTIC	Y	0	0	
3	Service Part Quality & Availability Management	Autonomous Service Part Quality & Availability Engine	Service	Customer Experience & Service Quality	DETERMINISTIC	Y	0	0	
3	Warranty & Goodwill Policy Management	Autonomous Warranty Risk & Goodwill Optimization Engine	Service	Customer Experience & Service Quality	AGENTIC	N	0	1	CONFIDENCE_GAP
3	Service Process Continuous Improvement	Autonomous Service Process Reengineering Engine for Automotive Service Web	Service	Customer Experience & Service Quality	AGENTIC	N	0	0	
3	Fleet Service Network & Capacity Management	Autonomous Fleet Service Network Orchestration & Capacity Optimization	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	Y	0	0	
3	Service & Upfit Quality Assurance	Autonomous Service Quality Assurance & Corrective Action Orchestration	Service	Ford Pro Fleet Service & Upfit Operations	AGENTIC	N	0	0	
3	Extended Service Product Development & Lifecycle Management	Autonomous Lifecycle Alignment Engine for Ford Extended Service Products	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	0	0	
3	Claims Adjudication & Payment Processing	Autonomous Claims Adjudication & Payment Orchestration	Service	Extended Service Plans & Maintenance Programs	AGENTIC	Y	0	0	
3	Performance Analytics & Program Optimization	 Autonomous Performance Optimization Engine for Automotive Supply-Chain & Production	Service	Extended Service Plans & Maintenance Programs	DETERMINISTIC	N	0	0	
3	Fraud Prevention & Audit	Autonomous Fraud Detection & Audit Lifecycle Orchestration	Service	Extended Service Plans & Maintenance Programs	AGENTIC	N	0	0	
3	Capacity Performance Monitoring & Reporting	Autonomous Capacity Orchestration Suite for Automotive Value Chain	Plan	Capacity Planning & Constraint Management	AGENTIC	N	-1	0	
3	Fixture		Make	Body Shop & Welding		N		4	PHANTOM; ORPHAN; DEAD_ZONE; CONFIDENCE_GAP
3	Invoice & Payment Reconciliation		Procure Source & Buy	Procurement Operations & Compliance		N		1	PHANTOM
